"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 19 10:14:38 GMT 2022","Tue Jul 19 10:14:41 GMT 2022","3280","","SeleniumTest","","SeleniumTest","TestInput","TestInput()",""
"passed","Tue Jul 19 10:14:35 GMT 2022","Tue Jul 19 10:14:38 GMT 2022","2738","","SeleniumTest","","SeleniumTest","SelectDayTest","SelectDayTest()",""
